Assay_Type	AvgSpotLen	BioSample	DATASTORE_provider	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	ethnicity	sex	tissue	AssemblyName	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_region	InsertSize	Organism	Platform	ReleaseDate	SRA_Study	isolate	sample_type
Targeted-Capture	136	SAMN10988222	ncbi	SRX5455602	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MDAPCA2B_PROSTATE	02/03/2019	1297	587	SRR8657863	SRS4395784	MDAPCA2B_PROSTATE	63	ATCC:MDA PCa 2b	MDA PCa 2b	carcinoma (adenocarcinoma)	metastasis	African_american	male	prostate	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988016	ncbi	SRX5455603	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MDST8_LARGE_INTESTINE	02/03/2019	1785	874	SRR8657862	SRS4395157	MDST8_LARGE_INTESTINE	NA	ECACC:MDST8	MDST8	carcinoma (adenocarcinoma)	primary	Caucasian	NA	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988452	ncbi	SRX5455604	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1649	763	SRR8657861	SRS4395779	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	40	DSMZ:ME-1	ME-1	haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	150	SAMN10989555	ncbi	SRX5455605	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	6229	3252	SRR8657860	SRS4395778	MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61	DSMZ:MEC-1	MEC-1	lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)	primary	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988107	ncbi	SRX5455606	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-PK45H_PANCREAS	02/03/2019	1686	862	SRR8657859	SRS4395489	PK45H_PANCREAS	NA	RIKEN:PK-45H	PK-45H	carcinoma	primary	Asian	NA	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	144	SAMN10988147	ncbi	SRX5455607	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-PK1_PANCREAS	02/03/2019	2966	1494	SRR8657858	SRS4395488	PK1_PANCREAS	NA	RIKEN:PK-1	PK-1	carcinoma	primary	Asian	NA	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10988533	ncbi	SRX5455608	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1633	847	SRR8657857	SRS4395482	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	ATCC:Pfeiffer	Pfeiffer	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	metastasis	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988497	ncbi	SRX5455609	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1833	875	SRR8657856	SRS4395480	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6	DSMZ:PF-382	PF-382	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	metastasis	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987991	ncbi	SRX5455610	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MEWO_SKIN	02/03/2019	1047	508	SRR8657855	SRS4395540	MEWO_SKIN	78	GNF	MeWo	malignant_melanoma	metastasis	Caucasian	male	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	140	SAMN10987795	ncbi	SRX5455611	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MFE280_ENDOMETRIUM	02/03/2019	1638	840	SRR8657854	SRS4395541	MFE280_ENDOMETRIUM	77	NIBRI	MFE-280	carcinoma (adenocarcinoma)	primary	Caucasian	female	endometrium	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10988012	ncbi	SRX5455612	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	02/03/2019	1380	714	SRR8657853	SRS4395486	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	67	ECACC:PE/CA-PJ41 (clone D2)	PE/CA-PJ41 (clone D2)	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	female	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988009	ncbi	SRX5455613	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	02/03/2019	1282	668	SRR8657852	SRS4395485	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	60	ECACC:PE/CA-PJ34 (clone C12)	PE/CA-PJ34 (clone C12)	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988456	ncbi	SRX5455614	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1025	475	SRR8657851	SRS4395167	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	73	DSMZ:NU-DHL-1	NU-DHL-1	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	metastasis	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988580	ncbi	SRX5455615	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1091	528	SRR8657850	SRS4395370	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	43	DSMZ:NU-DUL-1	NU-DUL-1	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	metastasis	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987927	ncbi	SRX5455616	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NMCG1_CENTRAL_NERVOUS_SYSTEM	02/03/2019	5723	2002	SRR8657849	SRS4395369	NMCG1_CENTRAL_NERVOUS_SYSTEM	NA	HSSRB	NMC-G1	glioma	primary	Asian	NA	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988550	ncbi	SRX5455617	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1649	820	SRR8657848	SRS4395368	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	31	HSRRB	NOMO-1	haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987623	ncbi	SRX5455618	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NH6_AUTONOMIC_GANGLIA	02/03/2019	948	436	SRR8657847	SRS4395364	NH6_AUTONOMIC_GANGLIA	0.75	HSSRB	NH-6	neuroblastoma	primary	Asian	female	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987888	ncbi	SRX5455619	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NIHOVCAR3_OVARY	02/03/2019	1281	688	SRR8657846	SRS4395366	NIHOVCAR3_OVARY	60	ATCC:NIH:OVCAR-3	NIH:OVCAR-3	carcinoma	metastasis	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987913	ncbi	SRX5455620	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIN87_STOMACH	02/03/2019	5486	1797	SRR8657845	SRS4395327	NCIN87_STOMACH	NA	NA	NCI-N87	carcinoma	metastasis	African_american	male	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987830	ncbi	SRX5455621	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	3770	1912	SRR8657844	SRS4395365	NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	35	HSSRB	NCO2	haematopoietic_neoplasm (chronic_myeloid_leukaemia)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988082	ncbi	SRX5455622	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-YD8_UPPER_AERODIGESTIVE_TRACT	02/03/2019	3350	1801	SRR8657843	SRS4397846	YD8_UPPER_AERODIGESTIVE_TRACT	46	KCLB:YD-8	YD-8	carcinoma (squamous_cell_carcinoma)	primary	Asian	female	upper_aerodigestive_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10988111	ncbi	SRX5455623	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NUGC2_STOMACH	02/03/2019	1686	845	SRR8657842	SRS4395166	NUGC2_STOMACH	56	NIBRI	NUGC-2	carcinoma (adenocarcinoma)	primary	Asian	female	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	120	SAMN10988359	ncbi	SRX5455624	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NUGC3_STOMACH	02/03/2019	6719	2318	SRR8657841	SRS4395362	NUGC3_STOMACH	72	JHSF	NUGC-3	carcinoma	primary	Asian	male	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	144	SAMN10987972	ncbi	SRX5455625	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-COLO792_SKIN	02/03/2019	3389	1825	SRR8657840	SRS4395187	COLO792_SKIN	62	ECACC:COLO 792	COLO 792	malignant_melanoma	metastasis	Caucasian	male	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988106	ncbi	SRX5455626	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-COLO818_SKIN	02/03/2019	3405	1837	SRR8657839	SRS4430593	COLO818_SKIN	NA	NA	COLO-818	malignant_melanoma	primary	Caucasian	NA	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	149	SAMN10988208	ncbi	SRX5455627	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-COLO829_SKIN	02/03/2019	5334	2851	SRR8657838	SRS4395762	COLO829_SKIN	45	ATCC:COLO 829	COLO 829	malignant_melanoma	primary	Caucasian	male	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987708	ncbi	SRX5455628	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL105_LUNG	02/03/2019	1701	848	SRR8657837	SRS4395193	CORL105_LUNG	NA	GNF	COR-L105	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987871	ncbi	SRX5455629	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL23_LUNG	02/03/2019	5819	1890	SRR8657836	SRS4395381	CORL23_LUNG	62	ECAAC	COR-L23	carcinoma (large_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988002	ncbi	SRX5455630	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL24_LUNG	02/03/2019	1083	477	SRR8657835	SRS4395384	CORL24_LUNG	71	ECACC:COR-L24	COR-L24	carcinoma (small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10988050	ncbi	SRX5455631	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL279_LUNG	02/03/2019	1085	572	SRR8657834	SRS4395383	CORL279_LUNG	63	ECACC:COR-L279	COR-L279	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987984	ncbi	SRX5455632	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL311_LUNG	02/03/2019	2426	1194	SRR8657833	SRS4395379	CORL311_LUNG	63	ECACC:COR-L311	COR-L311	carcinoma (small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987980	ncbi	SRX5455633	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL47_LUNG	02/03/2019	1336	628	SRR8657832	SRS4395117	CORL47_LUNG	67	ECACC:COR-L47	COR-L47	carcinoma (small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988010	ncbi	SRX5455634	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-CORL51_LUNG	02/03/2019	957	444	SRR8657831	SRS4430594	CORL51_LUNG	71	NA	COR-L51	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987877	ncbi	SRX5455635	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH1568_LUNG	02/03/2019	1509	768	SRR8657830	SRS4395246	NCIH1568_LUNG	48	ATCC:NCI-H1568	NCI-H1568	carcinoma (non_small_cell_carcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	140	SAMN10988534	ncbi	SRX5455636	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-ZR7530_BREAST	02/03/2019	1590	822	SRR8657829	SRS4397852	ZR7530_BREAST	47	GNF	ZR-75-30	carcinoma (ductal_carcinoma)	metastasis	African_american	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10987661	ncbi	SRX5455637	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH1573_LUNG	02/03/2019	3302	1792	SRR8657828	SRS4395241	NCIH1573_LUNG	35	ATCC:NCI-H1573	NCI-H1573	carcinoma (adenocarcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988134	ncbi	SRX5455638	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-ZR751_BREAST	02/03/2019	3216	1718	SRR8657827	SRS4397855	ZR751_BREAST	63	ATCC:ZR-75-1	ZR-75-1	carcinoma (ductal_carcinoma)	metastasis	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987633	ncbi	SRX5455639	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1421	670	SRR8657826	SRS4395900	TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	ATCC:Toledo	Toledo	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	primary	Caucasian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987827	ncbi	SRX5455640	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-MKN1_STOMACH	02/03/2019	1529	772	SRR8657825	SRS4395305	MKN1_STOMACH	72	HSSRB	MKN1	carcinoma (mixed_adenosquamous_carcinoma)	metastasis	Asian	male	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987818	ncbi	SRX5455641	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1151	579	SRR8657824	SRS4395446	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	50	NA	KMS-26	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987817	ncbi	SRX5455642	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1197	596	SRR8657823	SRS4395444	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	62	HSSRB	KMS-21BM	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988116	ncbi	SRX5455643	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMRC3_KIDNEY	02/03/2019	4146	2238	SRR8657822	SRS4395441	KMRC3_KIDNEY	NA	HSSRB	KMRC-3	carcinoma (clear_cell_renal_cell_carcinoma)	primary	Asian	male	kidney	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988363	ncbi	SRX5455644	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMRC2_KIDNEY	02/03/2019	1590	768	SRR8657821	SRS4395438	KMRC2_KIDNEY	NA	HSRRB	KMRC-2	carcinoma (clear_cell_renal_cell_carcinoma)	primary	Asian	male	kidney	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10987836	ncbi	SRX5455645	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMRC20_KIDNEY	02/03/2019	1554	791	SRR8657820	SRS4395439	KMRC20_KIDNEY	NA	HSSRB	KMRC-20	carcinoma (renal_cell_carcinoma)	primary	Asian	NA	kidney	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988368	ncbi	SRX5455646	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMRC1_KIDNEY	02/03/2019	1469	704	SRR8657819	SRS4396045	KMRC1_KIDNEY	NA	HSRRB	KMRC-1	carcinoma (clear_cell_renal_cell_carcinoma)	primary	Asian	male	kidney	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	143	SAMN10988070	ncbi	SRX5455647	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	3581	1920	SRR8657818	SRS4395445	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	65	NA	KMS-20	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	152	SAMN10987762	ncbi	SRX5455648	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1720	847	SRR8657817	SRS4395442	KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NIBRI	KMS-18	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	NA	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	136	SAMN10988243	ncbi	SRX5455649	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1137	586	SRR8657816	SRS4395443	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	64	DSMZ:KMS-12-BM	KMS-12-BM	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	141	SAMN10987857	ncbi	SRX5455650	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	02/03/2019	1790	890	SRR8657815	SRS4395440	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	67	HSRRB	KMS-11	lymphoid_neoplasm (plasma_cell_myeloma)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Targeted-Capture	149	SAMN10987669	ncbi	SRX5455651	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	HC-NCIH1666_LUNG	02/03/2019	9319	4219	SRR8657814	SRS4395974	NCIH1666_LUNG	50	ATCC:NCI-H1666	NCI-H1666	carcinoma (bronchioloalveolar_adenocarcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
